id,trips,trip_length,trips_new,drop_ratio,tagging_num,delete_nums,tagging_labels,num_labels,trips_sparse
6506809,"23,19259770.389610782,3464912.942238484,1478698513;55,19259800.592900448,3465154.993714379,1478698528;87,19259825.31140408,3465409.048277912,1478698546;119,19259757.19841645,3465744.3465104424,1478698570;151,19259742.70835444,3465999.5377965234,1478698592;120,19259911.59579917,3465979.95654077,1478698609;121,19260216.07991517,3465891.265775152,1478698642;122,19260510.76741301,3465962.903910862,1478698678;154,19260596.159508087,3466020.103796733,1478698771;153,19260502.41881505,3466127.559595339,1478698786;185,19260448.593537044,3466315.661914194,1478698801;184,19260201.673179008,3466434.03709457,1478698897;216,19260036.855046485,3466606.5942817987,1478698960",13,"172,19259770.389610782,3464912.942238484, 1478698513;171,19259800.592900448,3465154.993714379, 1478698528;170,19259825.31140408,3465409.048277912, 1478698546;169,19259757.19841645,3465744.3465104424, 1478698570;168,19259742.70835444,3465999.5377965234, 1478698592;31,19259911.59579917,3465979.95654077, 1478698609;30,19260216.07991517,3465891.265775152, 1478698642;29,19260510.76741301,3465962.903910862, 1478698678;28,19260596.159508087,3466020.103796733, 1478698771;27,19260502.41881505,3466127.559595339, 1478698786;26,19260448.593537044,3466315.661914194, 1478698801;552,19260201.673179008,3466434.03709457, 1478698897;662,19260036.855046485,3466606.5942817987, 1478698960",0.6,2,6,"[0, 0, 2, 4, 0, 0, 0]","[0, 0, 2, 4, 0, 0, 0]","[[172, 19259770.389610782, 3464912.942238484, 1478698513], [171, 19259800.592900448, 3465154.993714379, 1478698528], [170, 19259825.31140408, 3465409.048277912, 1478698546], [31, 19259911.59579917, 3465979.95654077, 1478698609], [26, 19260448.593537044, 3466315.661914194, 1478698801], [552, 19260201.673179008, 3466434.03709457, 1478698897], [662, 19260036.855046485, 3466606.5942817987, 1478698960]]"
2962225,"717,19256672.954985943,3471654.382667867,1478210697;686,19256912.174070384,3471383.845411103,1478210715;654,19257004.85434176,3471077.222032583,1478210730;622,19257040.8094277,3470780.7216303824,1478210745;590,19257072.340637498,3470463.141154144,1478210760;558,19257075.3834139,3470170.5324593387,1478210775;526,19257030.90473004,3469849.4183566133,1478210796;494,19256981.63527102,3469588.0011044294,1478210817;526,19257067.562673174,3469600.603823528,1478210835;527,19257266.976923883,3469710.1328526232,1478210859;495,19257458.423427902,3469592.0617252067,1478210871",11,"324,19256672.954985943,3471654.382667867, 1478210697;323,19256912.174070384,3471383.845411103, 1478210715;407,19257004.85434176,3471077.222032583, 1478210730;322,19257040.8094277,3470780.7216303824, 1478210745;406,19257072.340637498,3470463.141154144, 1478210760;405,19257075.3834139,3470170.5324593387, 1478210775;162,19257030.90473004,3469849.4183566133, 1478210796;321,19256981.63527102,3469588.0011044294, 1478210817;162,19257067.562673174,3469600.603823528, 1478210835;163,19257266.976923883,3469710.1328526232, 1478210859;442,19257458.423427902,3469592.0617252067, 1478210871",0.6,2,6,"[0, 3, 3, 0, 0]","[0, 3, 3, 0, 0]","[[324, 19256672.954985943, 3471654.382667867, 1478210697], [323, 19256912.174070384, 3471383.845411103, 1478210715], [405, 19257075.3834139, 3470170.5324593387, 1478210775], [163, 19257266.976923883, 3469710.1328526232, 1478210859], [442, 19257458.423427902, 3469592.0617252067, 1478210871]]"
374733,"780,19256576.26483693,3472294.725915023,1478606565;748,19256539.54994369,3471939.713789976,1478606583;717,19256641.73738604,3471697.883292317,1478606595;686,19256913.84774229,3471381.373098346,1478606616;654,19257008.03640624,3471054.1025624103,1478606632;622,19257048.06088921,3470725.2811992383,1478606647;590,19257073.963118896,3470401.5430334588,1478606661;558,19257075.26780906,3470144.391514375,1478606674;526,19257033.97490253,3469867.250513892,1478606689;494,19256980.584527567,3469579.0278282897,1478606722;526,19257067.562673174,3469600.603823528,1478606740;527,19257226.553623583,3469717.1723743184,1478606767;495,19257466.61790272,3469586.548527763,1478606785",13,"326,19256576.26483693,3472294.725915023, 1478606565;96,19256539.54994369,3471939.713789976, 1478606583;324,19256641.73738604,3471697.883292317, 1478606595;323,19256913.84774229,3471381.373098346, 1478606616;407,19257008.03640624,3471054.1025624103, 1478606632;322,19257048.06088921,3470725.2811992383, 1478606647;406,19257073.963118896,3470401.5430334588, 1478606661;405,19257075.26780906,3470144.391514375, 1478606674;162,19257033.97490253,3469867.250513892, 1478606689;321,19256980.584527567,3469579.0278282897, 1478606722;162,19257067.562673174,3469600.603823528, 1478606740;163,19257226.553623583,3469717.1723743184, 1478606767;442,19257466.61790272,3469586.548527763, 1478606785",0.2,1,2,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[[326, 19256576.26483693, 3472294.725915023, 1478606565], [96, 19256539.54994369, 3471939.713789976, 1478606583], [324, 19256641.73738604, 3471697.883292317, 1478606595], [323, 19256913.84774229, 3471381.373098346, 1478606616], [407, 19257008.03640624, 3471054.1025624103, 1478606632], [405, 19257075.26780906, 3470144.391514375, 1478606674], [162, 19257033.97490253, 3469867.250513892, 1478606689], [321, 19256980.584527567, 3469579.0278282897, 1478606722], [162, 19257067.562673174, 3469600.603823528, 1478606740], [163, 19257226.553623583, 3469717.1723743184, 1478606767], [442, 19257466.61790272, 3469586.548527763, 1478606785]]"
2529376,"529,19258090.76799505,3469824.7384187565,1478718592;497,19257914.90155813,3469589.551536048,1478718655;496,19257803.67736803,3469436.6071783565,1478718688;527,19257475.188143745,3469609.418760777,1478718739;526,19257162.55445178,3469757.6961450446,1478718790;525,19256882.896914776,3469792.978951279,1478718901;524,19256587.445434067,3469818.808520909,1478718937;523,19256304.00721484,3469854.642233026,1478718982;491,19256205.0516184,3469579.782333718,1478719027;459,19256171.802281413,3469295.9974741284,1478719084;427,19256130.87159566,3468980.1416618754,1478719117;426,19255981.297470648,3468893.245037072,1478719141;425,19255672.74187127,3468932.141470514,1478719228;424,19255365.33831529,3468972.097408554,1478719249;456,19255157.52804307,3468999.1092844694,1478719267",15,"182,19258090.76799505,3469824.7384187565, 1478718592;183,19257914.90155813,3469589.551536048, 1478718655;184,19257803.67736803,3469436.6071783565, 1478718688;163,19257475.188143745,3469609.418760777, 1478718739;162,19257162.55445178,3469757.6961450446, 1478718790;161,19256882.896914776,3469792.978951279, 1478718901;160,19256587.445434067,3469818.808520909, 1478718937;159,19256304.00721484,3469854.642233026, 1478718982;72,19256205.0516184,3469579.782333718, 1478719027;71,19256171.802281413,3469295.9974741284, 1478719084;70,19256130.87159566,3468980.1416618754, 1478719117;232,19255981.297470648,3468893.245037072, 1478719141;69,19255672.74187127,3468932.141470514, 1478719228;68,19255365.33831529,3468972.097408554, 1478719249;233,19255157.52804307,3468999.1092844694, 1478719267",0.6,3,9,"[0, 3, 3, 0, 3, 0]","[0, 3, 3, 0, 3, 0]","[[182, 19258090.76799505, 3469824.7384187565, 1478718592], [183, 19257914.90155813, 3469589.551536048, 1478718655], [161, 19256882.896914776, 3469792.978951279, 1478718901], [71, 19256171.802281413, 3469295.9974741284, 1478719084], [70, 19256130.87159566, 3468980.1416618754, 1478719117], [233, 19255157.52804307, 3468999.1092844694, 1478719267]]"
2877646,"23,19259770.651286587,3464915.185542544,1478361599;55,19259794.1815128,3465100.0329240584,1478361638;87,19259825.31140408,3465409.048277912,1478361710;119,19259762.6621557,3465715.292513758,1478361743;151,19259753.06859385,3466004.020239576,1478361773;120,19259908.443849143,3465995.1002833885,1478361797;121,19260228.252944898,3465894.4041991592,1478361833;122,19260508.694766823,3465962.0067175203,1478361920;154,19260596.99965501,3466018.869997604,1478361989;153,19260498.349251144,3466134.850471605,1478362013",10,"172,19259770.651286587,3464915.185542544, 1478361599;171,19259794.1815128,3465100.0329240584, 1478361638;170,19259825.31140408,3465409.048277912, 1478361710;169,19259762.6621557,3465715.292513758, 1478361743;168,19259753.06859385,3466004.020239576, 1478361773;31,19259908.443849143,3465995.1002833885, 1478361797;30,19260228.252944898,3465894.4041991592, 1478361833;29,19260508.694766823,3465962.0067175203, 1478361920;28,19260596.99965501,3466018.869997604, 1478361989;27,19260498.349251144,3466134.850471605, 1478362013",0.6,3,6,"[2, 2, 2, 0]","[2, 2, 2, 0]","[[172, 19259770.651286587, 3464915.185542544, 1478361599], [169, 19259762.6621557, 3465715.292513758, 1478361743], [30, 19260228.252944898, 3465894.4041991592, 1478361833], [27, 19260498.349251144, 3466134.850471605, 1478362013]]"
5681547,"296,19255337.29599079,3467518.4946050704,1478181292;295,19255093.604088526,3467691.919847666,1478181313;327,19254912.39351088,3467820.409764038,1478181331;326,19254799.182040084,3467901.0069163805,1478181374;357,19254501.394300774,3468106.007761528,1478181397;388,19254198.09847339,3468414.101037757,1478181550;420,19254111.135420453,3468717.973852457,1478181580;452,19254070.74620572,3469017.417350308,1478181658;484,19254040.037937023,3469315.705006417,1478181691;516,19254027.495033007,3469601.5816131104,1478181766;548,19254019.262130395,3469907.417959264,1478181805;580,19253922.95229956,3470214.7142166584,1478181883",12,"77,19255337.29599079,3467518.4946050704, 1478181292;76,19255093.604088526,3467691.919847666, 1478181313;48,19254912.39351088,3467820.409764038, 1478181331;75,19254799.182040084,3467901.0069163805, 1478181374;16,19254501.394300774,3468106.007761528, 1478181397;17,19254198.09847339,3468414.101037757, 1478181550;102,19254111.135420453,3468717.973852457, 1478181580;103,19254070.74620572,3469017.417350308, 1478181658;104,19254040.037937023,3469315.705006417, 1478181691;105,19254027.495033007,3469601.5816131104, 1478181766;86,19254019.262130395,3469907.417959264, 1478181805;106,19253922.95229956,3470214.7142166584, 1478181883",0.4,2,4,"[0, 0, 2, 0, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 2, 0]","[[77, 19255337.29599079, 3467518.4946050704, 1478181292], [76, 19255093.604088526, 3467691.919847666, 1478181313], [48, 19254912.39351088, 3467820.409764038, 1478181331], [17, 19254198.09847339, 3468414.101037757, 1478181550], [102, 19254111.135420453, 3468717.973852457, 1478181580], [103, 19254070.74620572, 3469017.417350308, 1478181658], [104, 19254040.037937023, 3469315.705006417, 1478181691], [106, 19253922.95229956, 3470214.7142166584, 1478181883]]"
1834103,"932,19254181.95752169,3473763.378279721,1478366680;933,19254207.57016378,3473647.6894020173,1478366698;901,19254247.464604475,3473469.999493305,1478366719;902,19254521.443382047,3473290.398102093,1478366801;903,19254844.37350302,3473251.7150982134,1478366861;871,19255005.77417787,3473198.2807706394,1478366873;872,19255126.44024652,3473148.5935531496,1478366885;873,19255409.09567963,3472974.934764159,1478366988;841,19255520.43441482,3472895.683526636,1478367003;842,19255712.26699468,3472749.981359221,1478367027;810,19255991.224823177,3472543.897963821,1478367072;811,19256012.999978904,3472528.797462351,1478367108;812,19256308.70058192,3472306.0041286084,1478367144",13,"178,19254181.95752169,3473763.378279721, 1478366680;177,19254207.57016378,3473647.6894020173, 1478366698;179,19254247.464604475,3473469.999493305, 1478366719;516,19254521.443382047,3473290.398102093, 1478366801;517,19254844.37350302,3473251.7150982134, 1478366861;518,19255005.77417787,3473198.2807706394, 1478366873;519,19255126.44024652,3473148.5935531496, 1478366885;520,19255409.09567963,3472974.934764159, 1478366988;521,19255520.43441482,3472895.683526636, 1478367003;522,19255712.26699468,3472749.981359221, 1478367027;523,19255991.224823177,3472543.897963821, 1478367072;600,19256012.999978904,3472528.797462351, 1478367108;515,19256308.70058192,3472306.0041286084, 1478367144",0.3,2,3,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[[178, 19254181.95752169, 3473763.378279721, 1478366680], [179, 19254247.464604475, 3473469.999493305, 1478366719], [516, 19254521.443382047, 3473290.398102093, 1478366801], [517, 19254844.37350302, 3473251.7150982134, 1478366861], [518, 19255005.77417787, 3473198.2807706394, 1478366873], [519, 19255126.44024652, 3473148.5935531496, 1478366885], [520, 19255409.09567963, 3472974.934764159, 1478366988], [521, 19255520.43441482, 3472895.683526636, 1478367003], [522, 19255712.26699468, 3472749.981359221, 1478367027], [515, 19256308.70058192, 3472306.0041286084, 1478367144]]"
2107389,"717,19256847.78489756,3471563.1781727504,1478087839;686,19256949.09222809,3471313.523104849,1478087851;654,19257009.05330572,3471046.0221956954,1478087863;622,19257045.452273253,3470744.9211071404,1478087878;590,19257070.96274572,3470484.9098673705,1478087892;558,19257073.658259302,3470113.878287251,1478087909;526,19257029.7225846,3469839.323458402,1478087924;494,19256982.160643622,3469592.4877421134,1478087946;526,19257071.63406183,3469635.3751936127,1478087965;527,19257242.890304763,3469714.1092808098,1478087989;495,19257462.036234204,3469589.362154452,1478088004",11,"324,19256847.78489756,3471563.1781727504, 1478087839;323,19256949.09222809,3471313.523104849, 1478087851;407,19257009.05330572,3471046.0221956954, 1478087863;322,19257045.452273253,3470744.9211071404, 1478087878;406,19257070.96274572,3470484.9098673705, 1478087892;405,19257073.658259302,3470113.878287251, 1478087909;162,19257029.7225846,3469839.323458402, 1478087924;321,19256982.160643622,3469592.4877421134, 1478087946;162,19257071.63406183,3469635.3751936127, 1478087965;163,19257242.890304763,3469714.1092808098, 1478087989;442,19257462.036234204,3469589.362154452, 1478088004",0.3,1,3,"[0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 3, 0]","[[324, 19256847.78489756, 3471563.1781727504, 1478087839], [323, 19256949.09222809, 3471313.523104849, 1478087851], [407, 19257009.05330572, 3471046.0221956954, 1478087863], [322, 19257045.452273253, 3470744.9211071404, 1478087878], [406, 19257070.96274572, 3470484.9098673705, 1478087892], [405, 19257073.658259302, 3470113.878287251, 1478087909], [162, 19257029.7225846, 3469839.323458402, 1478087924], [442, 19257462.036234204, 3469589.362154452, 1478088004]]"
7595781,"734,19261933.29746209,3471594.5902048657,1478079298;733,19261690.83945426,3471674.8630988663,1478079316;765,19261549.08562165,3471699.1963495063,1478079328;764,19261395.53413057,3471748.7744437456,1478079340;763,19261093.764185514,3471842.805237364,1478079358;762,19260716.500237245,3471946.7815520507,1478079376;793,19260489.291575707,3472004.986067353,1478079388;792,19260110.654968955,3472104.709418687,1478079409;791,19259844.550920367,3472174.350333716,1478079424;790,19259589.0725349,3472233.700642005,1478079439;789,19259285.26329016,3472282.8235638062,1478079454",11,"130,19261933.29746209,3471594.5902048657, 1478079298;131,19261690.83945426,3471674.8630988663, 1478079316;132,19261549.08562165,3471699.1963495063, 1478079328;133,19261395.53413057,3471748.7744437456, 1478079340;134,19261093.764185514,3471842.805237364, 1478079358;135,19260716.500237245,3471946.7815520507, 1478079376;136,19260489.291575707,3472004.986067353, 1478079388;213,19260110.654968955,3472104.709418687, 1478079409;212,19259844.550920367,3472174.350333716, 1478079424;211,19259589.0725349,3472233.700642005, 1478079439;210,19259285.26329016,3472282.8235638062, 1478079454",0.3,3,3,"[0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0]","[[130, 19261933.29746209, 3471594.5902048657, 1478079298], [131, 19261690.83945426, 3471674.8630988663, 1478079316], [132, 19261549.08562165, 3471699.1963495063, 1478079328], [133, 19261395.53413057, 3471748.7744437456, 1478079340], [134, 19261093.764185514, 3471842.805237364, 1478079358], [136, 19260489.291575707, 3472004.986067353, 1478079388], [212, 19259844.550920367, 3472174.350333716, 1478079424], [210, 19259285.26329016, 3472282.8235638062, 1478079454]]"
2502588,"103,19254896.99818433,3465988.776591143,1478365331;102,19254775.424004685,3465914.5258452,1478365355;101,19254479.06722852,3465931.624722545,1478365472;133,19254287.9426812,3466009.013401431,1478365511;132,19254199.65684017,3466126.4700721176,1478365544;100,19254050.564600363,3465992.989304591,1478365595;67,19253897.49795968,3465691.643333877,1478365643;66,19253489.602519568,3465459.4606405846,1478365766;65,19253293.80677668,3465546.6094197994,1478365787;97,19253159.871542163,3465709.406266775,1478365817;129,19253040.59793304,3466013.792301757,1478365853;128,19253003.613973703,3466058.0452394094,1478365907",12,"115,19254896.99818433,3465988.776591143, 1478365331;39,19254775.424004685,3465914.5258452, 1478365355;38,19254479.06722852,3465931.624722545, 1478365472;37,19254287.9426812,3466009.013401431, 1478365511;36,19254199.65684017,3466126.4700721176, 1478365544;513,19254050.564600363,3465992.989304591, 1478365595;514,19253897.49795968,3465691.643333877, 1478365643;616,19253489.602519568,3465459.4606405846, 1478365766;570,19253293.80677668,3465546.6094197994, 1478365787;571,19253159.871542163,3465709.406266775, 1478365817;572,19253040.59793304,3466013.792301757, 1478365853;573,19253003.613973703,3466058.0452394094, 1478365907",0.3,3,3,"[1, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 1, 0]","[[115, 19254896.99818433, 3465988.776591143, 1478365331], [38, 19254479.06722852, 3465931.624722545, 1478365472], [36, 19254199.65684017, 3466126.4700721176, 1478365544], [513, 19254050.564600363, 3465992.989304591, 1478365595], [514, 19253897.49795968, 3465691.643333877, 1478365643], [616, 19253489.602519568, 3465459.4606405846, 1478365766], [570, 19253293.80677668, 3465546.6094197994, 1478365787], [571, 19253159.871542163, 3465709.406266775, 1478365817], [573, 19253003.613973703, 3466058.0452394094, 1478365907]]"
1492321,"200,19255224.03102304,3466777.895622841,1478001930;201,19255424.93705114,3466808.6246916493,1478002056;169,19255421.45610896,3466586.122180756,1478002140;168,19255402.89890383,3466410.902098315,1478002161;136,19255389.90858588,3466274.827457781,1478002173;104,19255361.77933799,3465992.6967542483,1478002203;136,19255222.957778893,3466022.825255169,1478002281;135,19255102.26498828,3466232.788923402,1478002317;103,19254895.15856838,3465973.07208504,1478002368;102,19254792.84834903,3465912.4521433427,1478002401;101,19254485.84231096,3465930.817203468,1478002524;133,19254295.60085389,3465999.0001470763,1478002551;132,19254197.148172274,3466130.181912614,1478002659;100,19254051.663747884,3465993.995497308,1478002707;67,19253885.84924925,3465675.972980074,1478002743",15,"266,19255224.03102304,3466777.895622841, 1478001930;247,19255424.93705114,3466808.6246916493, 1478002056;349,19255421.45610896,3466586.122180756, 1478002140;291,19255402.89890383,3466410.902098315, 1478002161;289,19255389.90858588,3466274.827457781, 1478002173;276,19255361.77933799,3465992.6967542483, 1478002203;289,19255222.957778893,3466022.825255169, 1478002281;343,19255102.26498828,3466232.788923402, 1478002317;115,19254895.15856838,3465973.07208504, 1478002368;39,19254792.84834903,3465912.4521433427, 1478002401;38,19254485.84231096,3465930.817203468, 1478002524;37,19254295.60085389,3465999.0001470763, 1478002551;36,19254197.148172274,3466130.181912614, 1478002659;513,19254051.663747884,3465993.995497308, 1478002707;514,19253885.84924925,3465675.972980074, 1478002743",0.5,1,7,"[0, 0, 0, 0, 0, 0, 7, 0]","[0, 0, 0, 0, 0, 0, 7, 0]","[[266, 19255224.03102304, 3466777.895622841, 1478001930], [247, 19255424.93705114, 3466808.6246916493, 1478002056], [349, 19255421.45610896, 3466586.122180756, 1478002140], [291, 19255402.89890383, 3466410.902098315, 1478002161], [289, 19255389.90858588, 3466274.827457781, 1478002173], [276, 19255361.77933799, 3465992.6967542483, 1478002203], [289, 19255222.957778893, 3466022.825255169, 1478002281], [514, 19253885.84924925, 3465675.972980074, 1478002743]]"
3642565,"717,19256667.0986181,3471663.0368624385,1478767936;686,19256909.663568456,3471387.5538844643,1478767954;654,19257007.90499978,3471052.980920473,1478767969;622,19257038.955263715,3470790.037977159,1478767981;590,19257071.27437162,3470479.1872767294,1478767996;558,19257075.28535861,3470186.464221769,1478768011;526,19257032.79275277,3469857.1556181745,1478768029;494,19256982.160643622,3469592.4877421134,1478768059;526,19257068.7446856,3469610.698739016,1478768110;527,19257208.27971952,3469720.464058312,1478768161;495,19257457.58587444,3469593.2974435664,1478768203",11,"324,19256667.0986181,3471663.0368624385, 1478767936;323,19256909.663568456,3471387.5538844643, 1478767954;407,19257007.90499978,3471052.980920473, 1478767969;322,19257038.955263715,3470790.037977159, 1478767981;406,19257071.27437162,3470479.1872767294, 1478767996;405,19257075.28535861,3470186.464221769, 1478768011;162,19257032.79275277,3469857.1556181745, 1478768029;321,19256982.160643622,3469592.4877421134, 1478768059;162,19257068.7446856,3469610.698739016, 1478768110;163,19257208.27971952,3469720.464058312, 1478768161;442,19257457.58587444,3469593.2974435664, 1478768203",0.3,3,3,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[[324, 19256667.0986181, 3471663.0368624385, 1478767936], [407, 19257007.90499978, 3471052.980920473, 1478767969], [406, 19257071.27437162, 3470479.1872767294, 1478767996], [162, 19257032.79275277, 3469857.1556181745, 1478768029], [321, 19256982.160643622, 3469592.4877421134, 1478768059], [162, 19257068.7446856, 3469610.698739016, 1478768110], [163, 19257208.27971952, 3469720.464058312, 1478768161], [442, 19257457.58587444, 3469593.2974435664, 1478768203]]"
2823223,"678,19254508.611294974,3471302.511221128,1478288309;646,19254658.86104836,3471078.656527566,1478288345;614,19254794.247903768,3470778.1146117263,1478288417;582,19254772.07429253,3470480.484063961,1478288447;550,19254724.27275193,3470173.4028638545,1478288474;518,19254672.209096946,3469863.417520433,1478288519;486,19254626.42475536,3469590.2162752366,1478288586;454,19254624.09785296,3469277.700140214,1478288625;453,19254500.52874667,3469010.376846463,1478288736;421,19254378.25091417,3468996.5544445207,1478288751;420,19254192.49361379,3468976.684223529,1478288766;419,19253898.16944725,3468942.535137024,1478288787;418,19253600.31997322,3468903.1641605995,1478288811;417,19253292.89628338,3468731.889564476,1478288841",14,"3,19254508.611294974,3471302.511221128, 1478288309;4,19254658.86104836,3471078.656527566, 1478288345;5,19254794.247903768,3470778.1146117263, 1478288417;6,19254772.07429253,3470480.484063961, 1478288447;7,19254724.27275193,3470173.4028638545, 1478288474;8,19254672.209096946,3469863.417520433, 1478288519;9,19254626.42475536,3469590.2162752366, 1478288586;10,19254624.09785296,3469277.700140214, 1478288625;11,19254500.52874667,3469010.376846463, 1478288736;146,19254378.25091417,3468996.5544445207, 1478288751;102,19254192.49361379,3468976.684223529, 1478288766;367,19253898.16944725,3468942.535137024, 1478288787;366,19253600.31997322,3468903.1641605995, 1478288811;397,19253292.89628338,3468731.889564476, 1478288841",0.5,2,6,"[3, 3, 0, 0, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0, 0, 0]","[[3, 19254508.611294974, 3471302.511221128, 1478288309], [7, 19254724.27275193, 3470173.4028638545, 1478288474], [11, 19254500.52874667, 3469010.376846463, 1478288736], [146, 19254378.25091417, 3468996.5544445207, 1478288751], [102, 19254192.49361379, 3468976.684223529, 1478288766], [367, 19253898.16944725, 3468942.535137024, 1478288787], [366, 19253600.31997322, 3468903.1641605995, 1478288811], [397, 19253292.89628338, 3468731.889564476, 1478288841]]"
2123441,"407,19259882.17660588,3468626.45805328,1478617895;408,19259909.73668901,3468626.6672220016,1478617907;376,19260099.42369801,3468389.790912758,1478617967;377,19260214.293080192,3468261.6522948053,1478617997;345,19260353.838296577,3468092.0144580984,1478618021;346,19260512.47488932,3467908.8139459644,1478618042;314,19260614.65596065,3467798.092811845,1478618057;346,19260591.064904995,3467823.5569880744,1478618107;345,19260482.87679436,3467941.795795081,1478618122;377,19260317.03487405,3468105.3727985634,1478618146",10,"546,19259882.17660588,3468626.45805328, 1478617895;586,19259909.73668901,3468626.6672220016, 1478617907;585,19260099.42369801,3468389.790912758, 1478617967;493,19260214.293080192,3468261.6522948053, 1478617997;494,19260353.838296577,3468092.0144580984, 1478618021;542,19260512.47488932,3467908.8139459644, 1478618042;500,19260614.65596065,3467798.092811845, 1478618057;542,19260591.064904995,3467823.5569880744, 1478618107;494,19260482.87679436,3467941.795795081, 1478618122;493,19260317.03487405,3468105.3727985634, 1478618146",0.4,1,4,"[0, 0, 0, 4, 0, 0]","[0, 0, 0, 4, 0, 0]","[[546, 19259882.17660588, 3468626.45805328, 1478617895], [586, 19259909.73668901, 3468626.6672220016, 1478617907], [585, 19260099.42369801, 3468389.790912758, 1478617967], [493, 19260214.293080192, 3468261.6522948053, 1478617997], [494, 19260482.87679436, 3467941.795795081, 1478618122], [493, 19260317.03487405, 3468105.3727985634, 1478618146]]"
7379766,"667,19260874.372723136,3470848.5766485217,1478267814;635,19260858.69709833,3470790.145729472,1478267838;634,19260735.03668409,3470640.783024472,1478267859;602,19260613.712410588,3470494.5644434136,1478267874;601,19260324.90284213,3470438.265525279,1478267925;600,19260200.330363363,3470449.321208506,1478268003;599,19259883.964776915,3470484.962609106,1478268016;631,19259725.027895726,3470504.598320274,1478268036;630,19259600.88646412,3470519.0577464164,1478268072;629,19259248.48020257,3470556.744308548,1478268129;661,19259024.716154747,3470937.60157407,1478268208;660,19258978.2404019,3470977.143428659,1478268256;692,19258753.189343136,3471136.5000129016,1478268274",13,"310,19260874.372723136,3470848.5766485217, 1478267814;311,19260858.69709833,3470790.145729472, 1478267838;312,19260735.03668409,3470640.783024472, 1478267859;313,19260613.712410588,3470494.5644434136, 1478267874;383,19260324.90284213,3470438.265525279, 1478267925;314,19260200.330363363,3470449.321208506, 1478268003;412,19259883.964776915,3470484.962609106, 1478268016;411,19259725.027895726,3470504.598320274, 1478268036;410,19259600.88646412,3470519.0577464164, 1478268072;297,19259248.48020257,3470556.744308548, 1478268129;298,19259024.716154747,3470937.60157407, 1478268208;299,19258978.2404019,3470977.143428659, 1478268256;300,19258753.189343136,3471136.5000129016, 1478268274",0.3,2,3,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[310, 19260874.372723136, 3470848.5766485217, 1478267814], [313, 19260613.712410588, 3470494.5644434136, 1478267874], [314, 19260200.330363363, 3470449.321208506, 1478268003], [412, 19259883.964776915, 3470484.962609106, 1478268016], [411, 19259725.027895726, 3470504.598320274, 1478268036], [410, 19259600.88646412, 3470519.0577464164, 1478268072], [297, 19259248.48020257, 3470556.744308548, 1478268129], [298, 19259024.716154747, 3470937.60157407, 1478268208], [299, 19258978.2404019, 3470977.143428659, 1478268256], [300, 19258753.189343136, 3471136.5000129016, 1478268274]]"
